Country,Demographics Question,Demographics Response,Question,Survey Year,Value
16,Age,35-49,... if she neglects the children,2011,43.3
16,Age,15-24,... if she refuses to have sex with him,2011,24.9
16,Age,25-34,... if she refuses to have sex with him,2011,25.9
16,Age,35-49,... if she refuses to have sex with him,2011,28.9
17,Age,35-49,... if she burns the food,2013,22.5
17,Age,25-34,... if she burns the food,2013,23.9
17,Age,15-24,... if she burns the food,2013,25.9
17,Age,15-24,... for at least one specific reason,2013,76.3
17,Age,25-34,... for at least one specific reason,2013,75.2
17,Age,35-49,... for at least one specific reason,2013,71.8
17,Age,15-24,... if she argues with him,2013,59.7
17,Age,25-34,... if she argues with him,2013,57.9
17,Age,35-49,... if she argues with him,2013,54.3
17,Age,15-24,... if she goes out without telling him,2013,49.6
17,Age,25-34,... if she goes out without telling him,2013,50.5
17,Age,35-49,... if she goes out without telling him,2013,46.5
17,Age,15-24,... if she neglects the children,2013,52.6
17,Age,25-34,... if she neglects the children,2013,51.7
17,Age,35-49,... if she neglects the children,2013,49.2
17,Age,15-24,... if she refuses to have sex with him,2013,40.8
17,Age,25-34,... if she refuses to have sex with him,2013,46.1
17,Age,35-49,... if she refuses to have sex with him,2013,44.4
18,Age,15-24,... if she burns the food,2011,16.0
18,Age,25-34,... if she burns the food,2011,16.4
18,Age,35-49,... if she burns the food,2011,16.9
18,Age,15-24,... for at least one specific reason,2011,50.6
18,Age,25-34,... for at least one specific reason,2011,46.3
18,Age,35-49,... for at least one specific reason,2011,45.9
18,Age,15-24,... if she argues with him,2011,35.4
18,Age,25-34,... if she argues with him,2011,33.8
18,Age,35-49,... if she argues with him,2011,33.5
18,Age,15-24,... if she goes out without telling him,2011,25.9
18,Age,25-34,... if she goes out without telling him,2011,27.0
18,Age,35-49,... if she goes out without telling him,2011,26.9
18,Age,15-24,... if she neglects the children,2011,34.4
18,Age,25-34,... if she neglects the children,2011,31.7
18,Age,35-49,... if she neglects the children,2011,31.6
18,Age,15-24,... if she refuses to have sex with him,2011,20.2
18,Age,25-34,... if she refuses to have sex with him,2011,21.4
18,Age,35-49,... if she refuses to have sex with him,2011,23.6
19,Age,25-34,... if she burns the food,2013,0.4
19,Age,15-24,... if she burns the food,2013,0.7
19,Age,35-49,... if she burns the food,2013,0.7
19,Age,15-24,... for at least one specific reason,2013,2.9
19,Age,25-34,... for at least one specific reason,2013,2.3
19,Age,35-49,... for at least one specific reason,2013,1.8
19,Age,15-24,... if she argues with him,2013,0.8
19,Age,25-34,... if she argues with him,2013,0.6
19,Age,35-49,... if she argues with him,2013,0.6
19,Age,15-24,... if she goes out without telling him,2013,0.7
19,Age,25-34,... if she goes out without telling him,2013,1.1
19,Age,35-49,... if she goes out without telling him,2013,0.7
19,Age,15-24,... if she neglects the children,2013,1.9
19,Age,25-34,... if she neglects the children,2013,1.7
19,Age,35-49,... if she neglects the children,2013,1.5
19,Age,15-24,... if she refuses to have sex with him,2013,0.5
19,Age,25-34,... if she refuses to have sex with him,2013,0.3
19,Age,35-49,... if she refuses to have sex with him,2013,0.3
20,Age,25-34,... if she burns the food,2014,6.5
20,Age,15-24,... if she burns the food,2014,7.3
20,Age,35-49,... if she burns the food,2014,7.3
20,Age,15-24,... for at least one specific reason,2014,40.5
20,Age,25-34,... for at least one specific reason,2014,33.7
20,Age,35-49,... for at least one specific reason,2014,35.5
20,Age,15-24,... if she argues with him,2014,14.4
20,Age,25-34,... if she argues with him,2014,11.5
20,Age,35-49,... if she argues with him,2014,13.3
20,Age,15-24,... if she goes out without telling him,2014,29.1
20,Age,25-34,... if she goes out without telling him,2014,23.5
20,Age,35-49,... if she goes out without telling him,2014,26.0
20,Age,15-24,... if she neglects the children,2014,27.6
20,Age,25-34,... if she neglects the children,2014,22.2
20,Age,35-49,... if she neglects the children,2014,24.6
20,Age,15-24,... if she refuses to have sex with him,2014,20.6
20,Age,25-34,... if she refuses to have sex with him,2014,18.3
20,Age,35-49,... if she refuses to have sex with him,2014,21.2
21,Age,25-34,... if she burns the food,2002,27.4
21,Age,15-24,... if she burns the food,2002,29.3
21,Age,35-49,... if she burns the food,2002,30.7
21,Age,15-24,... for at least one specific reason,2002,69.4
21,Age,25-34,... for at least one specific reason,2002,70.1
21,Age,35-49,... for at least one specific reason,2002,73.0
21,Age,15-24,... if she argues with him,2002,42.6
21,Age,25-34,... if she argues with him,2002,44.5
21,Age,35-49,... if she argues with him,2002,47.2
21,Age,15-24,... if she goes out without telling him,2002,49.5
21,Age,25-34,... if she goes out without telling him,2002,51.4
21,Age,35-49,... if she goes out without telling him,2002,54.7
21,Age,15-24,... if she neglects the children,2002,50.6
21,Age,25-34,... if she neglects the children,2002,50.2
21,Age,35-49,... if she neglects the children,2002,52.2
21,Age,15-24,... if she refuses to have sex with him,2002,43.6
21,Age,25-34,... if she refuses to have sex with him,2002,48.3
21,Age,35-49,... if she refuses to have sex with him,2002,53.1
22,Age,35-49,... if she burns the food,2006,2.0
22,Age,25-34,... if she burns the food,2006,2.4
22,Age,15-24,... if she burns the food,2006,3.7
22,Age,15-24,... for at least one specific reason,2006,31.5
22,Age,25-34,... for at least one specific reason,2006,15.7
22,Age,35-49,... for at least one specific reason,2006,16.2
22,Age,15-24,... if she argues with him,2006,23.4
22,Age,25-34,... if she argues with him,2006,11.7
22,Age,35-49,... if she argues with him,2006,11.5
22,Age,15-24,... if she goes out without telling him,2006,13.5
22,Age,25-34,... if she goes out without telling him,2006,4.5
22,Age,35-49,... if she goes out without telling him,2006,6.6
22,Age,15-24,... if she neglects the children,2006,17.0
22,Age,25-34,... if she neglects the children,2006,6.3
22,Age,35-49,... if she neglects the children,2006,5.7
22,Age,15-24,... if she refuses to have sex with him,2006,3.2
22,Age,25-34,... if she refuses to have sex with him,2006,3.2
22,Age,35-49,... if she refuses to have sex with him,2006,3.6
23,Age,15-24,... if she burns the food,2016,36.4
23,Age,25-34,... if she burns the food,2016,40.6
23,Age,35-49,... if she burns the food,2016,43.5
23,Age,15-24,... for at least one specific reason,2016,60.3
23,Age,25-34,... for at least one specific reason,2016,63.9
23,Age,35-49,... for at least one specific reason,2016,65.8
23,Age,15-24,... if she argues with him,2016,38.6
23,Age,25-34,... if she argues with him,2016,43.6
23,Age,35-49,... if she argues with him,2016,45.6
23,Age,15-24,... if she goes out without telling him,2016,39.1
23,Age,25-34,... if she goes out without telling him,2016,46.0
23,Age,35-49,... if she goes out without telling him,2016,46.1
23,Age,15-24,... if she neglects the children,2016,45.0
23,Age,25-34,... if she neglects the children,2016,48.7
23,Age,35-49,... if she neglects the children,2016,49.5
23,Age,15-24,... if she refuses to have sex with him,2016,29.1
23,Age,25-34,... if she refuses to have sex with him,2016,37.5
23,Age,35-49,... if she refuses to have sex with him,2016,39.4
24,Age,25-34,... if she burns the food,2012,9.8
24,Age,15-24,... if she burns the food,2012,10.6
24,Age,35-49,... if she burns the food,2012,11.7
24,Age,15-24,... for at least one specific reason,2012,55.0
24,Age,25-34,... for at least one specific reason,2012,46.2
24,Age,35-49,... for at least one specific reason,2012,47.9
24,Age,15-24,... if she argues with him,2012,27.0
24,Age,25-34,... if she argues with him,2012,23.6
24,Age,35-49,... if she argues with him,2012,27.6
24,Age,15-24,... if she goes out without telling him,2012,17.9
24,Age,25-34,... if she goes out without telling him,2012,18.1
24,Age,35-49,... if she goes out without telling him,2012,21.8
24,Age,15-24,... if she neglects the children,2012,45.0
24,Age,25-34,... if she neglects the children,2012,36.6
24,Age,35-49,... if she neglects the children,2012,37.3
24,Age,15-24,... if she refuses to have sex with him,2012,6.0
24,Age,25-34,... if she refuses to have sex with him,2012,9.5
24,Age,35-49,... if she refuses to have sex with him,2012,12.2
25,Age,25-34,... if she burns the food,2013,9.1
25,Age,35-49,... if she burns the food,2013,10.0
25,Age,15-24,... if she burns the food,2013,12.0
25,Age,15-24,... for at least one specific reason,2013,57.6
25,Age,25-34,... for at least one specific reason,2013,58.7
25,Age,35-49,... for at least one specific reason,2013,59.6
25,Age,15-24,... if she argues with him,2013,24.9
25,Age,25-34,... if she argues with him,2013,23.8
25,Age,35-49,... if she argues with him,2013,22.9
25,Age,15-24,... if she goes out without telling him,2013,41.3
25,Age,25-34,... if she goes out without telling him,2013,42.3
25,Age,35-49,... if she goes out without telling him,2013,42.8
25,Age,15-24,... if she neglects the children,2013,36.3
25,Age,25-34,... if she neglects the children,2013,34.1
25,Age,35-49,... if she neglects the children,2013,34.8
25,Age,15-24,... if she refuses to have sex with him,2013,42.5
25,Age,25-34,... if she refuses to have sex with him,2013,46.0
25,Age,35-49,... if she refuses to have sex with him,2013,47.1
26,Age,35-49,... if she burns the food,2014,6.5
26,Age,25-34,... if she burns the food,2014,6.8
26,Age,15-24,... if she burns the food,2014,8.9
26,Age,15-24,... for at least one specific reason,2014,31.8
26,Age,25-34,... for at least one specific reason,2014,25.3
26,Age,35-49,... for at least one specific reason,2014,27.5
26,Age,15-24,... if she argues with him,2014,16.7
26,Age,25-34,... if she argues with him,2014,14.8
26,Age,35-49,... if she argues with him,2014,15.3
26,Age,15-24,... if she goes out without telling him,2014,17.9
26,Age,25-34,... if she goes out without telling him,2014,14.8
26,Age,35-49,... if she goes out without telling him,2014,16.7
26,Age,15-24,... if she neglects the children,2014,23.6
26,Age,25-34,... if she neglects the children,2014,18.9
26,Age,35-49,... if she neglects the children,2014,20.2
26,Age,15-24,... if she refuses to have sex with him,2014,12.0
26,Age,25-34,... if she refuses to have sex with him,2014,12.5
26,Age,35-49,... if she refuses to have sex with him,2014,12.1
27,Age,25-34,... if she burns the food,2014,3.4
27,Age,15-24,... if she burns the food,2014,4.4
27,Age,35-49,... if she burns the food,2014,4.7
27,Age,15-24,... for at least one specific reason,2014,11.7
27,Age,25-34,... for at least one specific reason,2014,9.4
27,Age,35-49,... for at least one specific reason,2014,11.6
27,Age,15-24,... if she argues with him,2014,3.3
27,Age,25-34,... if she argues with him,2014,2.7
27,Age,35-49,... if she argues with him,2014,3.8
27,Age,15-24,... if she goes out without telling him,2014,3.7
27,Age,25-34,... if she goes out without telling him,2014,3.1
27,Age,35-49,... if she goes out without telling him,2014,3.8
27,Age,15-24,... if she neglects the children,2014,8.2
27,Age,25-34,... if she neglects the children,2014,6.7
27,Age,35-49,... if she neglects the children,2014,7.6
27,Age,15-24,... if she refuses to have sex with him,2014,2.5
27,Age,25-34,... if she refuses to have sex with him,2014,2.1
27,Age,35-49,... if she refuses to have sex with him,2014,2.6
